baseline,scenario_id,decision_type,failed,kendall_tau,top1,mae
FD+time,49,HVAC,False,1.0,1.0,0.15416666666666667
FD+time,50,HVAC,False,1.0,1.0,0.04666666666666664
FD+time,51,HVAC,False,0.33333333333333337,0.0,0.17666666666666667
FD+time,52,HVAC,False,1.0,1.0,0.010000000000000009
FD+time,53,HVAC,False,1.0,1.0,0.03333333333333332
FD+time,54,HVAC,False,1.0,1.0,0.00416666666666667
FD+time,55,HVAC,False,1.0,1.0,0.04416666666666667
FD+time,56,HVAC,False,0.33333333333333337,0.0,0.02833333333333336
FD+time,57,HVAC,False,1.0,1.0,0.1125
FD+time,58,HVAC,False,1.0,1.0,0.085
FD+time,59,HVAC,False,1.0,1.0,0.012500000000000002
FD+time,60,HVAC,False,1.0,1.0,0.012499999999999983
FD+time,61,HVAC,False,1.0,1.0,0.06166666666666667
FD+time,62,HVAC,False,1.0,1.0,0.025000000000000005
FD+time,63,HVAC,False,1.0,1.0,0.0575
FD+time,64,HVAC,False,1.0,1.0,0.011666666666666659
FD+time,65,HVAC,False,1.0,1.0,0.1608333333333333
FD+time,66,HVAC,False,1.0,1.0,0.2725
FD+time,67,HVAC,False,1.0,1.0,0.00833333333333334
FD+time,68,HVAC,False,1.0,1.0,0.20916666666666664
FD+time,69,HVAC,False,1.0,1.0,0.032499999999999994
FD+time,70,HVAC,False,1.0,1.0,0.06833333333333334
FD+time,71,Appliance,False,1.0,1.0,0.009999999999999981
FD+time,72,Appliance,False,1.0,1.0,0.1416666666666667
FD+time,73,Appliance,False,1.0,1.0,0.04250000000000002
FD+time,74,Appliance,False,1.0,1.0,0.030833333333333324
FD+time,75,Appliance,False,0.33333333333333337,1.0,0.17833333333333334
FD+time,76,Appliance,False,1.0,1.0,0.015000000000000013
