model,arch,run,decision_type,n,any_tie_share,top_tie_share,top_tie_input_order_share,all_three_identical_share,n_top_tie,gt_in_tied_top_share,gt_first_in_tie_share,shipped_hit_in_ties,top1_shipped,top1_random_tiebreak,top1_input_order_only,top1_ties_as_miss,shipped_top_pos1_share
gemini,A_D,4,Shower,60,0.06666666666666667,0.016666666666666666,0.0,0.0,1,1.0,1.0,1.0,0.6166666666666667,0.6083333333333333,0.6166666666666667,0.6,0.4
gemini,A_D,5,Overall,195,0.041025641025641026,0.020512820512820513,0.005128205128205128,0.0,4,0.5,0.25,0.25,0.358974358974359,0.358974358974359,0.358974358974359,0.35384615384615387,0.35384615384615387
gemini,A_D,5,HVAC,70,0.02857142857142857,0.02857142857142857,0.0,0.0,2,0.5,0.0,0.0,0.2571428571428571,0.2642857142857143,0.2571428571428571,0.2571428571428571,0.42857142857142855
gemini,A_D,5,Appliance,65,0.03076923076923077,0.015384615384615385,0.015384615384615385,0.0,1,0.0,0.0,0.0,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.23076923076923078
gemini,A_D,5,Shower,60,0.06666666666666667,0.016666666666666666,0.0,0.0,1,1.0,1.0,1.0,0.6166666666666667,0.6083333333333333,0.6166666666666667,0.6,0.4
gemini,A_E,1,Overall,194,0.02577319587628866,0.015463917525773196,0.0,0.0,3,1.0,0.6666666666666666,0.6666666666666666,0.4690721649484536,0.46649484536082475,0.4690721649484536,0.4587628865979381,0.5618556701030928
gemini,A_E,1,HVAC,69,0.014492753623188406,0.0,0.0,0.0,0,,,,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.463768115942029
gemini,A_E,1,Appliance,65,0.03076923076923077,0.015384615384615385,0.0,0.0,1,1.0,1.0,1.0,0.5384615384615384,0.5307692307692308,0.5384615384615384,0.5230769230769231,0.5538461538461539
gemini,A_E,1,Shower,60,0.03333333333333333,0.03333333333333333,0.0,0.0,2,1.0,0.5,0.5,0.7833333333333333,0.7833333333333333,0.7833333333333333,0.7666666666666667,0.6833333333333333
gemini,A_E,2,Overall,193,0.025906735751295335,0.02072538860103627,0.0051813471502590676,0.0,4,1.0,0.75,0.75,0.5129533678756477,0.5077720207253886,0.5129533678756477,0.49740932642487046,0.5181347150259067
gemini,A_E,2,HVAC,69,0.028985507246376812,0.028985507246376812,0.014492753623188406,0.0,2,1.0,1.0,0.5,0.2318840579710145,0.2318840579710145,0.2463768115942029,0.21739130434782608,0.36231884057971014
gemini,A_E,2,Appliance,64,0.03125,0.015625,0.0,0.0,1,1.0,1.0,1.0,0.5625,0.5546875,0.5625,0.546875,0.546875
gemini,A_E,2,Shower,60,0.016666666666666666,0.016666666666666666,0.0,0.0,1,1.0,0.0,1.0,0.7833333333333333,0.775,0.7666666666666667,0.7666666666666667,0.6666666666666666
gemini,A_E,3,Overall,193,0.02072538860103627,0.015544041450777202,0.0,0.0,3,1.0,1.0,0.6666666666666666,0.46632124352331605,0.4637305699481865,0.47150259067357514,0.45595854922279794,0.5544041450777202
gemini,A_E,3,HVAC,70,0.014285714285714285,0.014285714285714285,0.0,0.0,1,1.0,1.0,0.0,0.12857142857142856,0.1357142857142857,0.14285714285714285,0.12857142857142856,0.4142857142857143
gemini,A_E,3,Appliance,63,0.031746031746031744,0.015873015873015872,0.0,0.0,1,1.0,1.0,1.0,0.5555555555555556,0.5476190476190477,0.5555555555555556,0.5396825396825397,0.5714285714285714
gemini,A_E,3,Shower,60,0.016666666666666666,0.016666666666666666,0.0,0.0,1,1.0,1.0,1.0,0.7666666666666667,0.7583333333333333,0.7666666666666667,0.75,0.7
gemini,A_E,4,Overall,193,0.025906735751295335,0.025906735751295335,0.0051813471502590676,0.0,5,0.8,0.6,0.8,0.48704663212435234,0.47668393782383417,0.48186528497409326,0.46632124352331605,0.538860103626943
