model,architecture,run,decision_type,scenario_id,kendall_tau,overall_mae,top1_accuracy,top2_accuracy
qwen,Direct_LLM_Scoring,4,Shower,190,0.33333333333333337,0.24749999999999994,0.0,1.0
qwen,Direct_LLM_Scoring,4,Shower,191,0.33333333333333337,0.22750000000000004,0.0,1.0
qwen,Direct_LLM_Scoring,4,Shower,192,-1.0,0.16583333333333336,0.0,0.0
qwen,Direct_LLM_Scoring,4,Shower,193,-0.33333333333333337,0.2075,0.0,1.0
qwen,Direct_LLM_Scoring,4,Shower,194,-0.33333333333333337,0.20166666666666663,0.0,1.0
qwen,Direct_LLM_Scoring,4,Shower,195,-0.33333333333333337,0.22166666666666668,0.0,1.0
qwen,Direct_LLM_Scoring,5,HVAC,1,-0.33333333333333337,0.19083333333333333,0.0,1.0
qwen,Direct_LLM_Scoring,5,HVAC,2,-0.33333333333333337,0.24750000000000005,0.0,0.0
qwen,Direct_LLM_Scoring,5,HVAC,4,-1.0,0.20750000000000002,0.0,0.0
qwen,Direct_LLM_Scoring,5,HVAC,5,0.33333333333333337,0.14,0.0,1.0
qwen,Direct_LLM_Scoring,5,HVAC,6,-0.33333333333333337,0.3025,0.0,0.0
qwen,Direct_LLM_Scoring,5,HVAC,7,-0.33333333333333337,0.2791666666666667,0.0,1.0
qwen,Direct_LLM_Scoring,5,HVAC,8,1.0,0.15583333333333335,1.0,1.0
qwen,Direct_LLM_Scoring,5,HVAC,9,-0.33333333333333337,0.23750000000000004,0.0,1.0
qwen,Direct_LLM_Scoring,5,HVAC,10,0.33333333333333337,0.35000000000000003,0.0,1.0
qwen,Direct_LLM_Scoring,5,HVAC,11,1.0,0.2733333333333334,1.0,1.0
qwen,Direct_LLM_Scoring,5,HVAC,12,-1.0,0.2658333333333333,0.0,0.0
qwen,Direct_LLM_Scoring,5,HVAC,13,-1.0,0.41083333333333333,0.0,0.0
qwen,Direct_LLM_Scoring,5,HVAC,14,-0.33333333333333337,0.2783333333333333,0.0,0.0
qwen,Direct_LLM_Scoring,5,HVAC,15,1.0,0.3475,1.0,1.0
qwen,Direct_LLM_Scoring,5,HVAC,16,-0.33333333333333337,0.20666666666666675,0.0,1.0
qwen,Direct_LLM_Scoring,5,HVAC,17,0.33333333333333337,0.16166666666666668,0.0,1.0
qwen,Direct_LLM_Scoring,5,HVAC,18,1.0,0.3458333333333334,1.0,1.0
qwen,Direct_LLM_Scoring,5,HVAC,19,-0.33333333333333337,0.11500000000000003,0.0,1.0
qwen,Direct_LLM_Scoring,5,HVAC,20,0.33333333333333337,0.1683333333333333,0.0,1.0
qwen,Direct_LLM_Scoring,5,HVAC,21,0.33333333333333337,0.20916666666666664,1.0,1.0
qwen,Direct_LLM_Scoring,5,HVAC,22,0.33333333333333337,0.11916666666666668,0.0,1.0
qwen,Direct_LLM_Scoring,5,HVAC,23,0.33333333333333337,0.1366666666666667,0.0,1.0
qwen,Direct_LLM_Scoring,5,HVAC,24,1.0,0.11916666666666668,1.0,1.0
qwen,Direct_LLM_Scoring,5,HVAC,25,-0.33333333333333337,0.16166666666666665,0.0,1.0
qwen,Direct_LLM_Scoring,5,HVAC,26,-0.33333333333333337,0.17833333333333332,0.0,1.0
qwen,Direct_LLM_Scoring,5,HVAC,27,-0.33333333333333337,0.22499999999999998,0.0,0.0
qwen,Direct_LLM_Scoring,5,HVAC,28,0.33333333333333337,0.2541666666666667,1.0,1.0
qwen,Direct_LLM_Scoring,5,HVAC,29,0.33333333333333337,0.275,0.0,1.0
qwen,Direct_LLM_Scoring,5,HVAC,30,-0.33333333333333337,0.10000000000000002,0.0,0.0
qwen,Direct_LLM_Scoring,5,HVAC,31,-1.0,0.2733333333333334,0.0,0.0
qwen,Direct_LLM_Scoring,5,HVAC,32,-1.0,0.23416666666666672,0.0,0.0
qwen,Direct_LLM_Scoring,5,HVAC,33,1.0,0.17583333333333329,1.0,1.0
qwen,Direct_LLM_Scoring,5,HVAC,34,0.33333333333333337,0.14916666666666667,1.0,1.0
qwen,Direct_LLM_Scoring,5,HVAC,35,-0.33333333333333337,0.3575000000000001,0.0,1.0
qwen,Direct_LLM_Scoring,5,HVAC,36,1.0,0.11499999999999999,1.0,1.0
qwen,Direct_LLM_Scoring,5,HVAC,37,-0.33333333333333337,0.16833333333333333,0.0,1.0
qwen,Direct_LLM_Scoring,5,HVAC,38,-0.33333333333333337,0.12250000000000001,0.0,0.0
qwen,Direct_LLM_Scoring,5,HVAC,39,0.33333333333333337,0.15166666666666667,0.0,1.0
qwen,Direct_LLM_Scoring,5,HVAC,40,-0.33333333333333337,0.27999999999999997,0.0,1.0
qwen,Direct_LLM_Scoring,5,HVAC,41,-0.33333333333333337,0.16833333333333336,0.0,1.0
qwen,Direct_LLM_Scoring,5,HVAC,42,0.33333333333333337,0.12166666666666666,0.0,1.0
qwen,Direct_LLM_Scoring,5,HVAC,43,1.0,0.26,1.0,1.0
qwen,Direct_LLM_Scoring,5,HVAC,44,-0.33333333333333337,0.22250000000000003,0.0,0.0
qwen,Direct_LLM_Scoring,5,HVAC,45,1.0,0.16083333333333338,1.0,1.0
qwen,Direct_LLM_Scoring,5,HVAC,46,-0.33333333333333337,0.2116666666666667,0.0,1.0
qwen,Direct_LLM_Scoring,5,HVAC,47,1.0,0.285,1.0,1.0
qwen,Direct_LLM_Scoring,5,HVAC,48,1.0,0.1333333333333333,1.0,1.0
qwen,Direct_LLM_Scoring,5,HVAC,49,-0.33333333333333337,0.15083333333333335,0.0,0.0
qwen,Direct_LLM_Scoring,5,HVAC,50,-0.33333333333333337,0.16333333333333333,0.0,0.0
qwen,Direct_LLM_Scoring,5,HVAC,51,0.33333333333333337,0.2108333333333333,0.0,1.0
qwen,Direct_LLM_Scoring,5,HVAC,52,0.33333333333333337,0.1275,1.0,1.0
qwen,Direct_LLM_Scoring,5,HVAC,53,0.33333333333333337,0.33416666666666667,0.0,1.0
qwen,Direct_LLM_Scoring,5,HVAC,54,0.33333333333333337,0.205,0.0,1.0
qwen,Direct_LLM_Scoring,5,HVAC,55,-0.33333333333333337,0.15833333333333335,0.0,1.0
qwen,Direct_LLM_Scoring,5,HVAC,56,-0.33333333333333337,0.07750000000000003,0.0,0.0
qwen,Direct_LLM_Scoring,5,HVAC,57,-0.33333333333333337,0.18083333333333332,0.0,0.0
qwen,Direct_LLM_Scoring,5,HVAC,58,0.33333333333333337,0.1708333333333333,1.0,1.0
qwen,Direct_LLM_Scoring,5,HVAC,59,-1.0,0.27333333333333326,0.0,0.0
qwen,Direct_LLM_Scoring,5,HVAC,60,-0.33333333333333337,0.14333333333333337,0.0,1.0
qwen,Direct_LLM_Scoring,5,HVAC,61,-0.33333333333333337,0.1525,0.0,1.0
qwen,Direct_LLM_Scoring,5,HVAC,62,0.33333333333333337,0.14833333333333332,0.0,1.0
qwen,Direct_LLM_Scoring,5,HVAC,63,0.33333333333333337,0.415,1.0,1.0
qwen,Direct_LLM_Scoring,5,HVAC,64,1.0,0.22749999999999995,1.0,1.0
qwen,Direct_LLM_Scoring,5,HVAC,65,0.33333333333333337,0.42500000000000004,1.0,1.0
qwen,Direct_LLM_Scoring,5,HVAC,66,0.33333333333333337,0.2758333333333333,0.0,1.0
qwen,Direct_LLM_Scoring,5,HVAC,67,-1.0,0.21666666666666676,0.0,0.0
qwen,Direct_LLM_Scoring,5,HVAC,68,-1.0,0.29916666666666664,0.0,0.0
qwen,Direct_LLM_Scoring,5,HVAC,69,-0.33333333333333337,0.1458333333333333,0.0,0.0
qwen,Direct_LLM_Scoring,5,HVAC,70,1.0,0.3108333333333333,1.0,1.0
qwen,Direct_LLM_Scoring,5,Appliance,71,0.33333333333333337,0.32666666666666666,0.0,1.0
qwen,Direct_LLM_Scoring,5,Appliance,72,0.33333333333333337,0.23250000000000007,0.0,1.0
qwen,Direct_LLM_Scoring,5,Appliance,73,0.33333333333333337,0.335,1.0,1.0
qwen,Direct_LLM_Scoring,5,Appliance,74,-1.0,0.3433333333333333,0.0,0.0
qwen,Direct_LLM_Scoring,5,Appliance,75,-0.33333333333333337,0.25166666666666665,0.0,0.0
qwen,Direct_LLM_Scoring,5,Appliance,76,1.0,0.4583333333333335,1.0,1.0
qwen,Direct_LLM_Scoring,5,Appliance,77,-0.33333333333333337,0.20666666666666664,0.0,0.0
qwen,Direct_LLM_Scoring,5,Appliance,78,-0.33333333333333337,0.15333333333333332,0.0,1.0
qwen,Direct_LLM_Scoring,5,Appliance,79,-1.0,0.28,0.0,0.0
qwen,Direct_LLM_Scoring,5,Appliance,80,0.33333333333333337,0.13416666666666668,1.0,1.0
qwen,Direct_LLM_Scoring,5,Appliance,81,-0.33333333333333337,0.25,0.0,1.0
qwen,Direct_LLM_Scoring,5,Appliance,82,-0.33333333333333337,0.2791666666666666,0.0,0.0
qwen,Direct_LLM_Scoring,5,Appliance,83,0.33333333333333337,0.3833333333333333,0.0,1.0
qwen,Direct_LLM_Scoring,5,Appliance,84,-0.33333333333333337,0.24083333333333334,0.0,1.0
qwen,Direct_LLM_Scoring,5,Appliance,85,-0.33333333333333337,0.18083333333333332,0.0,1.0
qwen,Direct_LLM_Scoring,5,Appliance,86,0.33333333333333337,0.355,1.0,1.0
qwen,Direct_LLM_Scoring,5,Appliance,87,-1.0,0.25666666666666665,0.0,0.0
qwen,Direct_LLM_Scoring,5,Appliance,88,-0.33333333333333337,0.2833333333333334,0.0,0.0
qwen,Direct_LLM_Scoring,5,Appliance,89,-0.33333333333333337,0.2675,0.0,1.0
qwen,Direct_LLM_Scoring,5,Appliance,90,-0.33333333333333337,0.2091666666666666,0.0,1.0
qwen,Direct_LLM_Scoring,5,Appliance,91,-0.33333333333333337,0.18166666666666664,0.0,1.0
qwen,Direct_LLM_Scoring,5,Appliance,92,-0.33333333333333337,0.33249999999999996,0.0,0.0
qwen,Direct_LLM_Scoring,5,Appliance,93,-1.0,0.33583333333333326,0.0,0.0
qwen,Direct_LLM_Scoring,5,Appliance,94,-1.0,0.22166666666666668,0.0,0.0
qwen,Direct_LLM_Scoring,5,Appliance,95,1.0,0.33,1.0,1.0
qwen,Direct_LLM_Scoring,5,Appliance,96,0.33333333333333337,0.4175,1.0,1.0
qwen,Direct_LLM_Scoring,5,Appliance,97,1.0,0.36833333333333335,1.0,1.0
qwen,Direct_LLM_Scoring,5,Appliance,98,0.33333333333333337,0.42916666666666664,0.0,1.0
qwen,Direct_LLM_Scoring,5,Appliance,99,1.0,0.23083333333333336,1.0,1.0
qwen,Direct_LLM_Scoring,5,Appliance,100,0.33333333333333337,0.3966666666666667,1.0,1.0
qwen,Direct_LLM_Scoring,5,Appliance,101,-0.33333333333333337,0.3591666666666667,0.0,0.0
qwen,Direct_LLM_Scoring,5,Appliance,102,-0.33333333333333337,0.1791666666666666,0.0,1.0
qwen,Direct_LLM_Scoring,5,Appliance,103,-0.33333333333333337,0.17166666666666663,0.0,0.0
qwen,Direct_LLM_Scoring,5,Appliance,104,-0.33333333333333337,0.1858333333333333,0.0,0.0
qwen,Direct_LLM_Scoring,5,Appliance,105,0.33333333333333337,0.25833333333333336,0.0,1.0
qwen,Direct_LLM_Scoring,5,Appliance,106,1.0,0.27499999999999997,1.0,1.0
qwen,Direct_LLM_Scoring,5,Appliance,107,0.33333333333333337,0.29,0.0,1.0
qwen,Direct_LLM_Scoring,5,Appliance,108,1.0,0.3291666666666666,1.0,1.0
qwen,Direct_LLM_Scoring,5,Appliance,109,-0.33333333333333337,0.30333333333333334,0.0,1.0
qwen,Direct_LLM_Scoring,5,Appliance,110,1.0,0.2116666666666667,1.0,1.0
qwen,Direct_LLM_Scoring,5,Appliance,111,0.33333333333333337,0.3016666666666667,1.0,1.0
qwen,Direct_LLM_Scoring,5,Appliance,112,-1.0,0.26333333333333336,0.0,0.0
qwen,Direct_LLM_Scoring,5,Appliance,113,1.0,0.2683333333333333,1.0,1.0
qwen,Direct_LLM_Scoring,5,Appliance,114,-1.0,0.2833333333333333,0.0,0.0
qwen,Direct_LLM_Scoring,5,Appliance,115,-0.33333333333333337,0.1708333333333333,0.0,0.0
qwen,Direct_LLM_Scoring,5,Appliance,116,-1.0,0.32749999999999996,0.0,0.0
qwen,Direct_LLM_Scoring,5,Appliance,117,-0.33333333333333337,0.2758333333333333,0.0,0.0
qwen,Direct_LLM_Scoring,5,Appliance,118,1.0,0.4166666666666666,1.0,1.0
qwen,Direct_LLM_Scoring,5,Appliance,119,1.0,0.395,1.0,1.0
qwen,Direct_LLM_Scoring,5,Appliance,120,1.0,0.355,1.0,1.0
qwen,Direct_LLM_Scoring,5,Appliance,121,-0.33333333333333337,0.28583333333333333,0.0,1.0
qwen,Direct_LLM_Scoring,5,Appliance,122,0.33333333333333337,0.41583333333333333,1.0,1.0
qwen,Direct_LLM_Scoring,5,Appliance,123,0.33333333333333337,0.2558333333333333,0.0,1.0
qwen,Direct_LLM_Scoring,5,Appliance,124,-0.33333333333333337,0.22333333333333338,0.0,1.0
qwen,Direct_LLM_Scoring,5,Appliance,125,0.33333333333333337,0.3066666666666667,0.0,1.0
qwen,Direct_LLM_Scoring,5,Appliance,126,0.33333333333333337,0.22166666666666668,0.0,1.0
qwen,Direct_LLM_Scoring,5,Appliance,127,-0.33333333333333337,0.31249999999999994,0.0,0.0
qwen,Direct_LLM_Scoring,5,Appliance,128,0.33333333333333337,0.3125,0.0,1.0
qwen,Direct_LLM_Scoring,5,Appliance,129,-1.0,0.2675,0.0,0.0
qwen,Direct_LLM_Scoring,5,Appliance,130,-0.33333333333333337,0.22333333333333336,0.0,0.0
qwen,Direct_LLM_Scoring,5,Appliance,131,0.33333333333333337,0.2824999999999999,0.0,1.0
qwen,Direct_LLM_Scoring,5,Appliance,132,-0.33333333333333337,0.1691666666666667,0.0,0.0
qwen,Direct_LLM_Scoring,5,Appliance,133,0.33333333333333337,0.255,0.0,1.0
qwen,Direct_LLM_Scoring,5,Appliance,134,0.33333333333333337,0.2566666666666667,0.0,1.0
qwen,Direct_LLM_Scoring,5,Appliance,135,-1.0,0.26666666666666666,0.0,0.0
qwen,Direct_LLM_Scoring,5,Shower,136,-0.33333333333333337,0.1975,0.0,0.0
qwen,Direct_LLM_Scoring,5,Shower,137,-0.33333333333333337,0.16333333333333333,0.0,0.0
qwen,Direct_LLM_Scoring,5,Shower,138,0.33333333333333337,0.16833333333333336,0.0,1.0
qwen,Direct_LLM_Scoring,5,Shower,139,1.0,0.16083333333333336,1.0,1.0
qwen,Direct_LLM_Scoring,5,Shower,140,0.33333333333333337,0.2383333333333333,0.0,1.0
qwen,Direct_LLM_Scoring,5,Shower,141,-1.0,0.1633333333333333,0.0,0.0
qwen,Direct_LLM_Scoring,5,Shower,142,-1.0,0.14416666666666667,0.0,0.0
qwen,Direct_LLM_Scoring,5,Shower,143,1.0,0.18249999999999997,1.0,1.0
qwen,Direct_LLM_Scoring,5,Shower,144,-1.0,0.165,0.0,0.0
qwen,Direct_LLM_Scoring,5,Shower,145,0.33333333333333337,0.2066666666666667,1.0,1.0
qwen,Direct_LLM_Scoring,5,Shower,146,-0.33333333333333337,0.32583333333333336,0.0,0.0
qwen,Direct_LLM_Scoring,5,Shower,147,-0.33333333333333337,0.1891666666666667,0.0,0.0
qwen,Direct_LLM_Scoring,5,Shower,148,-0.33333333333333337,0.17500000000000004,0.0,0.0
qwen,Direct_LLM_Scoring,5,Shower,149,0.33333333333333337,0.20083333333333334,1.0,1.0
qwen,Direct_LLM_Scoring,5,Shower,150,0.33333333333333337,0.2041666666666667,1.0,1.0
qwen,Direct_LLM_Scoring,5,Shower,151,-0.33333333333333337,0.2658333333333333,0.0,1.0
qwen,Direct_LLM_Scoring,5,Shower,152,-1.0,0.1758333333333333,0.0,0.0
qwen,Direct_LLM_Scoring,5,Shower,153,-1.0,0.3441666666666667,0.0,0.0
qwen,Direct_LLM_Scoring,5,Shower,154,0.33333333333333337,0.28583333333333333,1.0,1.0
qwen,Direct_LLM_Scoring,5,Shower,155,1.0,0.3491666666666666,1.0,1.0
qwen,Direct_LLM_Scoring,5,Shower,156,0.33333333333333337,0.14083333333333334,1.0,1.0
qwen,Direct_LLM_Scoring,5,Shower,157,1.0,0.155,1.0,1.0
qwen,Direct_LLM_Scoring,5,Shower,158,0.33333333333333337,0.205,0.0,1.0
qwen,Direct_LLM_Scoring,5,Shower,159,0.33333333333333337,0.18916666666666668,0.0,1.0
qwen,Direct_LLM_Scoring,5,Shower,160,0.33333333333333337,0.20416666666666664,0.0,1.0
qwen,Direct_LLM_Scoring,5,Shower,161,-1.0,0.25416666666666665,0.0,0.0
qwen,Direct_LLM_Scoring,5,Shower,162,-0.33333333333333337,0.2866666666666667,0.0,0.0
qwen,Direct_LLM_Scoring,5,Shower,163,0.33333333333333337,0.33,1.0,1.0
qwen,Direct_LLM_Scoring,5,Shower,164,0.33333333333333337,0.3066666666666667,1.0,1.0
qwen,Direct_LLM_Scoring,5,Shower,165,0.33333333333333337,0.18499999999999997,1.0,1.0
qwen,Direct_LLM_Scoring,5,Shower,166,0.33333333333333337,0.1958333333333334,0.0,1.0
qwen,Direct_LLM_Scoring,5,Shower,167,-0.33333333333333337,0.14583333333333334,0.0,0.0
qwen,Direct_LLM_Scoring,5,Shower,168,-0.33333333333333337,0.1566666666666667,0.0,0.0
qwen,Direct_LLM_Scoring,5,Shower,169,0.33333333333333337,0.15916666666666665,0.0,1.0
qwen,Direct_LLM_Scoring,5,Shower,170,0.33333333333333337,0.15833333333333333,1.0,1.0
qwen,Direct_LLM_Scoring,5,Shower,171,-0.33333333333333337,0.1708333333333333,0.0,0.0
qwen,Direct_LLM_Scoring,5,Shower,172,1.0,0.19666666666666663,1.0,1.0
qwen,Direct_LLM_Scoring,5,Shower,173,1.0,0.11166666666666662,1.0,1.0
qwen,Direct_LLM_Scoring,5,Shower,174,0.33333333333333337,0.2233333333333333,0.0,1.0
qwen,Direct_LLM_Scoring,5,Shower,175,-1.0,0.09999999999999998,0.0,0.0
qwen,Direct_LLM_Scoring,5,Shower,176,-0.33333333333333337,0.16166666666666665,0.0,0.0
qwen,Direct_LLM_Scoring,5,Shower,177,1.0,0.1516666666666667,1.0,1.0
qwen,Direct_LLM_Scoring,5,Shower,178,1.0,0.1416666666666667,1.0,1.0
qwen,Direct_LLM_Scoring,5,Shower,179,-0.33333333333333337,0.17916666666666667,0.0,0.0
qwen,Direct_LLM_Scoring,5,Shower,180,0.33333333333333337,0.21083333333333332,1.0,1.0
qwen,Direct_LLM_Scoring,5,Shower,181,-0.33333333333333337,0.1691666666666667,0.0,0.0
qwen,Direct_LLM_Scoring,5,Shower,182,0.33333333333333337,0.22499999999999995,0.0,1.0
qwen,Direct_LLM_Scoring,5,Shower,183,-1.0,0.3083333333333333,0.0,0.0
qwen,Direct_LLM_Scoring,5,Shower,184,0.33333333333333337,0.16333333333333333,1.0,1.0
qwen,Direct_LLM_Scoring,5,Shower,185,1.0,0.08916666666666666,1.0,1.0
qwen,Direct_LLM_Scoring,5,Shower,186,-0.33333333333333337,0.20500000000000004,0.0,1.0
qwen,Direct_LLM_Scoring,5,Shower,187,1.0,0.12750000000000003,1.0,1.0
qwen,Direct_LLM_Scoring,5,Shower,188,1.0,0.215,1.0,1.0
qwen,Direct_LLM_Scoring,5,Shower,189,-1.0,0.1675,0.0,0.0
qwen,Direct_LLM_Scoring,5,Shower,190,-0.33333333333333337,0.2558333333333333,0.0,0.0
qwen,Direct_LLM_Scoring,5,Shower,191,-0.33333333333333337,0.2275,0.0,0.0
qwen,Direct_LLM_Scoring,5,Shower,192,0.33333333333333337,0.19250000000000003,1.0,1.0
qwen,Direct_LLM_Scoring,5,Shower,193,1.0,0.17416666666666666,1.0,1.0
qwen,Direct_LLM_Scoring,5,Shower,194,1.0,0.20249999999999999,1.0,1.0
qwen,Direct_LLM_Scoring,5,Shower,195,-0.33333333333333337,0.16500000000000004,0.0,0.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,1,0.33333333333333337,0.12416666666666665,1.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,2,-1.0,0.31249999999999994,0.0,0.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,3,1.0,0.11499999999999999,1.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,4,1.0,0.1441666666666667,1.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,5,0.33333333333333337,0.11083333333333338,0.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,6,-1.0,0.21999999999999997,0.0,0.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,7,-0.33333333333333337,0.3008333333333333,0.0,0.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,8,1.0,0.08583333333333332,1.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,9,1.0,0.23083333333333342,1.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,10,0.33333333333333337,0.2966666666666667,1.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,11,0.33333333333333337,0.15416666666666667,1.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,12,0.33333333333333337,0.18500000000000003,1.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,13,0.33333333333333337,0.285,1.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,14,0.33333333333333337,0.16916666666666666,0.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,15,0.33333333333333337,0.24250000000000002,1.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,16,0.33333333333333337,0.26833333333333337,0.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,17,1.0,0.10666666666666667,1.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,18,-0.33333333333333337,0.2766666666666666,0.0,0.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,19,-0.33333333333333337,0.09833333333333333,0.0,0.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,20,1.0,0.12333333333333334,1.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,21,1.0,0.19166666666666668,1.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,22,0.33333333333333337,0.10666666666666665,0.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,23,-0.33333333333333337,0.18249999999999997,0.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,24,-1.0,0.19666666666666666,0.0,0.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,25,-0.33333333333333337,0.041666666666666664,0.0,0.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,26,-0.33333333333333337,0.18333333333333332,0.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,27,1.0,0.07416666666666666,1.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,28,-0.33333333333333337,0.21166666666666667,0.0,0.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,29,-0.33333333333333337,0.3975,0.0,0.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,30,1.0,0.12000000000000004,1.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,31,-1.0,0.15583333333333335,0.0,0.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,32,-0.33333333333333337,0.1575,0.0,0.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,33,1.0,0.15666666666666668,1.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,34,0.33333333333333337,0.1225,0.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,35,0.33333333333333337,0.2558333333333333,0.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,36,-0.33333333333333337,0.11083333333333334,0.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,37,0.33333333333333337,0.09916666666666667,0.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,38,0.33333333333333337,0.24583333333333338,1.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,39,0.33333333333333337,0.2416666666666667,1.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,40,0.33333333333333337,0.22166666666666668,1.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,41,-1.0,0.09833333333333334,0.0,0.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,42,-0.33333333333333337,0.18333333333333335,0.0,0.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,43,1.0,0.25833333333333336,1.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,44,0.33333333333333337,0.24916666666666665,0.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,45,-0.33333333333333337,0.1125,0.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,46,0.33333333333333337,0.10249999999999998,0.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,47,0.33333333333333337,0.16416666666666668,1.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,48,1.0,0.05916666666666667,1.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,49,-0.33333333333333337,0.09083333333333336,0.0,0.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,50,0.33333333333333337,0.16833333333333333,0.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,51,0.33333333333333337,0.20916666666666672,1.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,52,-0.33333333333333337,0.18749999999999992,0.0,0.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,53,-1.0,0.23416666666666663,0.0,0.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,54,0.33333333333333337,0.2316666666666667,0.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,55,-0.33333333333333337,0.1691666666666666,0.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,56,1.0,0.09833333333333334,1.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,57,-1.0,0.1825,0.0,0.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,58,-0.33333333333333337,0.10916666666666668,0.0,0.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,59,0.33333333333333337,0.09500000000000001,0.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,60,-0.33333333333333337,0.13666666666666671,0.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,61,0.33333333333333337,0.14250000000000002,1.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,62,-1.0,0.13999999999999999,0.0,0.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,63,1.0,0.365,1.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,64,1.0,0.15000000000000002,1.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,65,0.33333333333333337,0.15249999999999997,1.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,66,0.33333333333333337,0.3341666666666667,0.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,67,1.0,0.10333333333333335,1.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,68,1.0,0.23416666666666666,1.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,69,0.33333333333333337,0.10916666666666668,1.0,1.0
qwen,Example-Guided_LLM_Scoring,1,HVAC,70,0.33333333333333337,0.15916666666666665,0.0,1.0
qwen,Example-Guided_LLM_Scoring,1,Appliance,71,1.0,0.09000000000000002,1.0,1.0
qwen,Example-Guided_LLM_Scoring,1,Appliance,72,-0.33333333333333337,0.19583333333333333,0.0,1.0
qwen,Example-Guided_LLM_Scoring,1,Appliance,73,-1.0,0.28500000000000003,0.0,0.0
qwen,Example-Guided_LLM_Scoring,1,Appliance,74,-0.33333333333333337,0.17250000000000001,0.0,1.0
qwen,Example-Guided_LLM_Scoring,1,Appliance,75,0.33333333333333337,0.22833333333333336,1.0,1.0
